Enddate,Name,Region,ID,Headline,Copyright
20240715,TateishiPark,IT-IT,9039159342,"L’albero e il mare","Parco Tateishi, Prefettura di Kanagawa, Giappone (© blew_s/Shutterstock)"
20240716,AncientOrkney,IT-IT,9302214437,"Sussurri di pietra","L'insediamento neolitico di Skara Brae, Isole delle Orcadi, Scozia (© Paul Williams - FunkyStock/Getty Images)"
20240717,MedievalRothenburg,IT-IT,9631066540,"Fiaba medievale","Città medievale di Rothenburg ob der Tauber, Baviera, Germania (© kanuman/Getty Images)"
20240718,MayotteCoral,IT-IT,9928762998,"E guardo il mondo da un oblò...","Barriera corallina nell'Oceano Indiano, Mayotte, Francia (© Gabriel Barathieu/Minden Pictures)"
20240719,YoungJaguar,IT-IT,2209911318,"Futuro re della giungla?","Un piccolo giaguaro sulla riva di un fiume, Pantanal, Brasile (© Tambako the Jaguar/Getty Images)"
20240720,MineralMoon,IT-IT,2334790788,"La regina del firmamento","La Luna (© Victor Blum/Getty Images)"
20240721,RedentorVenezia,IT-IT,2428174506,"Onde di gratitudine","Festa del Redentore, Isola di San Giorgio, Venezia, Veneto, Italia (© Buena Vista Images/Getty Images)"
20240722,ZanzibarBoats,IT-IT,2498729421,"Finché la barca va...","Barche da pesca in legno nel villaggio di Kendwa, Zanzibar, Tanzania (© Lubos Paukeje/Alamy Stock Photo)"
20240723,MethoniCastle,IT-IT,2567271010,"Echi di storia","Castello Methoni, Messenia, Grecia (© Andrew Mayovskyy/Shutterstock)"
20240724,SheepCousins,IT-IT,2624157981,"Che bè-lla foto","Gregge di pecore di Swaledale nel North Yorkshire, Inghilterra (© R A Kearton/Getty Images)"
20240725,SmokyMountainTrail,IT-IT,2739269969,"Alchimia di foglie e brezza","Sentiero forestale nel Parco Nazionale delle Great Smoky Mountains, Tennessee, USA (© putmanphoto/Getty Images)"
20240726,PontNeuf,IT-IT,7027678488,"Che i Giochi abbiano inizio","Ponte Neuf sulla Senna, Parigi, Francia (© f11photo/Getty Images)"
20240727,EstateRomana,IT-IT,9963812100,"Rovine gloriose","Foro Romano, Roma, Lazio, Italia (© Will Harding/Getty Images)"
20240728,BeachHutsSweden,IT-IT,4512974268,"Costa cromatica","Capanne da bagno sulla spiaggia della contea di Scania, Svezia (© Martin Wahlborg/Getty Images)"
20240729,CorbettTigers,IT-IT,0229464219,"Felini fieri e fiammanti","Fratelli di tigre nel Parco Nazionale di Jim Corbett, Uttarakhand, India (© Sourabh Bharti/Getty Images)"
20240730,GimignanoTuscany,IT-IT,2653150377,"Cartoline toscane","San Gimignano, Siena, Toscana, Italia (© MNStudio/Shutterstock)"
20240731,RhinelandVineyards,IT-IT,2787669199,"Baccanali teutoniche","Vigneti nella Valle della Mosella, Renania-Palatinato, Germania (© Jorg Greuel/Getty Images)"
20240801,KaptaiLake,IT-IT,3135317683,"Onde, Colori, Sapori","Mercato galleggiante, lago Kaptai, Rangamati, Bangladesh (© Azim Khan Ronnie/Amazing Aerial Agency)"
20240802,TrunkBay,IT-IT,7046604916,"Tinte di mare","Baia del Tronco, Parco Nazionale delle Isole Vergini, Saint John, USA (© cdwheatley/Getty Images)"
20240803,WulongKarst,IT-IT,7105962798,"Incontri di pietra","Tre Ponti Naturali, Parco Geologico Nazionale del Carso di Wulong, Cina (© Pav-Pro Photography Ltd/Shutterstock)"
20240804,ImpalaOxpecker,IT-IT,7910851982,"Chi trova un amico, trova un tesoro","Impala e una bufaga beccorosso, Sudafrica (© Matrishva Vyas/Getty Images)"
20240805,HertfordshireLavender,IT-IT,3555753109,"Distese inebrianti","Campo di lavanda, Hertfordshire, Inghilterra, Regno Unito (© George W Johnson/Getty Images)"
20240806,MolokiniHawaii,IT-IT,9190436704,"Baia vulcanica","Molokini, Maui, Hawaii, USA (© Douglas Peebles/eStock Photo)"
20240807,MichiganLighthouse,IT-IT,9647286903,"Guardiani del mare e della terra","Molo St. Joseph North, Michigan, USA (© Kenneth Keifer/Getty Images)"
20240808,LagoComoItaly,IT-IT,3865741032,"“Quel ramo del lago di Como...”","Lago di Como, Lombardia, Italia (© Givaga/iStock/Getty Images Plus)"
20240809,IncaRuinPeru,IT-IT,3781329004,"Custodi della storia","Rovina Inca di Sacsayhuamán, Regione di Cusco, Perù (© SL_Photography/Getty Images)"
20240810,SanLorenzoNight,IT-IT,4055519723,"Notti magiche","Monte Argentario, Toscana, Italia (© Giulio Ercolani/Alamy Stock Photo)"
20240811,TofinoVancouver,IT-IT,4209274959,"Rugiada bucolica","Sentiero di legno per il lago Kennedy, isola di Vancouver, British Columbia, Canada (© EB Adventure Photography/Shutterstock)"
20240812,ElephantsAmboseli,IT-IT,2233538988,"A spasso nella savana","Elefanti africani, Parco Nazionale di Amboseli, Kenya (© Ruzdi Ekenheim/Getty Images)"
20240813,DugiOtokCroatia,IT-IT,0800672865,"Perle mediterranee","Scogliere del Parco Naturale di Telašćica, Isola di Dugi Otok, Croazia (© Ilija Ascic/Shutterstock)"
20240814,WatarrkaLizard,IT-IT,4767936784,"Si sentirà un po’ sulle spine?","Diavolo spinoso, Parco Nazionale di Watarrka, Australia (© Yva Momatiuk and John Eastcott/Minden Pictures)"
20240815,Ferragosto,IT-IT,4867237057,"“Sotto questo sole...”","Capo Vaticano, Calabria, Italia (© Nikita Birzhakov/iStock/Getty Images Plus)"
20240816,HangCave,IT-IT,4945788331,"Miti e caverne","Grotta di Hang Sơn Đoòng, Parco Nazionale di Phong Nha-Kẻ Bàng, Vietnam (© Geng Xu/Getty Images)"
20240817,AlfanzinaLighthouse,IT-IT,5068594687,"Illumina il cammino","Faro di Alfanzina, Algarve, Portogallo (© Andreas Kunz/Getty Images)"
20240818,HuntingtonBeach,IT-IT,5196436677,"Soglia dell'infinito","Molo di Huntington Beach al tramonto, California, USA (© Stan Moniz Photography/TANDEM Stills + Motion)"
20240819,RegataSanGines,IT-IT,5321961611,"Una piscina in mare aperto?","Bufadero de la Garita, Gran Canaria, Spagna (© Marco Bottigelli/Getty Images)"
20240820,TetonSunrise,IT-IT,6014287082,"La pace dei sensi","Parco Nazionale del Grand Teton, Wyoming, USA (© Kurt Budliger/TANDEM Stills + Motion)"
20240821,NazcaBooby,IT-IT,8043395751,"Le ali della libertà","Sula di Nazca, Isole di Wolf, Galápagos, Ecuador (© Tui De Roy/Minden Pictures)"
20240822,OceanCityMD,IT-IT,8362993245,"Sussurri di luce","Vista aerea di Ocean City all'alba, Maryland, USA (© Kevin Olson/Amazing Aerial Agency)"
20240823,PrasatPhanom,IT-IT,5114884058,"Porte del passato","Rovine del tempio di Prasat Phanom Rung, provincia di Buriram, Thailandia (© Banjongseal324/Getty Images)"
20240824,KatahdinWoods,IT-IT,5335389072,"Sarà dolce naufragar in questo fiume?","Monumento Nazionale Katahdin Woods and Waters, Contea di Penobscot, Maine, USA (© Cavan Images/Alamy Stock Photo)"
20240825,SwiftcurrentLake,IT-IT,5489995070,"A difesa del paradiso","Alba sul lago Swiftcurrent, Parco Nazionale dei Ghiacciai, Montana, USA (© Jason Savage/Tandem Stills + Motion)"
20240826,PalmyraAtoll,IT-IT,5623392573,"Eden perduto","Rifugio nazionale dell'atollo di Palmyra, Oceano Pacifico (© Ian Shive/Tandem Stills + Motion)"
20240827,LagoMisurina,IT-IT,4702658331,"Acqua, Aria, Aetherius","Lago Misurina, Auronzo di Cadore, Belluno, Veneto (© Andrew_Mayovskyy/iStock/Getty Images Plus)"
20240828,ParalympicsParis,IT-IT,4851305254,"Amore e Olimpiadi","Montmartre e Sacro Cuore, Parigi, Francia (© Tuul &amp; Bruno Morandi/Getty Images)"
20240829,CastellfollitSpain,IT-IT,5915189187,"Rifugio dei sogni","Castellfollit de la Roca, Catalogna, Spagna (© Eloi_Omella/Getty Images)"
20240830,WhaleSharkDay,IT-IT,0919967624,"Custode degli abissi","Uno squalo balena nella baia di Cenderawasih, Papua occidentale, Indonesia (© Andy Lerner/Tandem Stills + Motion)"
20240831,DjanetAlgeria,IT-IT,6738833644,"Agosto in un'immagine","Formazioni rocciose e dune di sabbia nel Sahara, Djanet, Algeria (© Airpano/Amazing Aerial Agency)"
20240901,RegataStoricaVenezia,IT-IT,2940958877,"Regata, remi e risonanze","Regata Storica, Venezia, Veneto, Italia (© Peter Zelei Images/Moment/Getty Images)"
20240902,BuracodasAraras,IT-IT,6602971227,"Danze tra le nuvole","Ara, Mato Grosso do Sul, Brasile (© Ellen Goff/Danita Delimont)"
20240903,AlpineLakes,IT-IT,6756138209,"Vette incantate","Lago Crystal, Alpine Lakes Wilderness, Washington, USA (© Mitch Pittman/Tandem Stills + Motion)"
20240904,DuskyOwls,IT-IT,6847895557,"Sentinelle del vespro","Gufo reale bruno, Pakistan (© zahoor salmi/Getty Images)"
20240905,TIFF2024,IT-IT,6965030073,"Ciak, si premia","Lo skyline di Toronto visto dal lago Ontario, Canada (© Roberto Machado Noa/Getty Images)"
20240906,GlenariffPark,IT-IT,4424875545,"Le radici profonde...","Antico faggio, Parco Forestale di Glenariff, Contea di Antrim, Irlanda del Nord (© Dawid K Photography/Shutterstock)"
20240907,FestaRificolona,IT-IT,8489654769,"Scivoli rinascimentali?","Vista di Firenze dal Duomo, Toscana, Italia (© Martin M303/Adobe Stock)"
20240908,StockholmLibrary,IT-IT,4633404015,"Il potere delle parole","Interno della Biblioteca Pubblica di Stoccolma, Svezia (© Andrei Hrabun/Alamy Stock Photo)"
20240909,IguazuRainbow,IT-IT,4779268269,"Flusso infinito?","Cascate dell’Iguazú al confine tra Argentina e Brasile (© AirPano LLC/Amazing Aerial Agency)"
20240910,BridgeLisbon,IT-IT,5048654702,"Oltre l’orizzonte","Ponte Vasco da Gama, Lisbona, Portogallo (© Achim Thomae/Getty Images)"
20240911,CalabriaPeperoncino,IT-IT,5208415155,"Fuoco di sapori e canti del mare","Arco Magno, San Nicola Arcella, Calabria, Italia (© Alessio de Cicco/Moment/Getty Images)"
20240912,DolphinReunion,IT-IT,1645140668,"Danza dei delfini","Baccello di delfini vicino alle coste dell’isola della Riunione, Oceano Indiano (© Joost van Uffelen/Shutterstock)"
20240913,PointReyes,IT-IT,5474541020,"Costa quel che costa?","Faro di Point Reyes National Seashore, California, USA (© RMB Images/Photography by Robert Bowman/Getty Images)"
20240914,RapaNuiSunrise,IT-IT,0245342035,"Inno al Sole","Alba ad Ahu Tongariki, Parco Nazionale Rapa Nui, Isola di Pasqua, Cile (© Piriya Photography/Getty Images)"
20240915,EltzCastle,IT-IT,5701748731,"Torri e leggende","Castello di Eltz, Renania-Palatinato, Germania (© Allard Schager/Alamy)"
20240916,SunriseWallabies,IT-IT,9509274340,"Salti nella brezza","Wallaby all'alba, fiume Adelaide, Territorio del Nord, Australia (© Jeremy Woodhouse/Getty Images)"
20240917,MidAutumnSingapore,IT-IT,4809811002,"Festa, colori e sapori","Festa di metà autunno a Gardens by the Bay, Singapore (© Victor Y. Zhuo/Alamy Stock Photo)"
20240918,GujoHachiman,IT-IT,6052956461,"Ombra Zen?","Castello di Gujō Hachiman, Prefettura di Gifu, Giappone (© ta2funk ito/500px/Getty Images)"
20240919,PiratePlayground,IT-IT,1371008895,"Vecchi lupi di mare!","Parco giochi presso il faro di Obereversand a Dorum-Neufeld, Germania (© INGO WAGNER/DPA/AFP via Getty Images)"
20240920,OcracokeLight,IT-IT,0714167310,"Rifugio di luce","Faro di Ocracoke sull'isola di Ocracoke, Carolina del Nord, USA (© Chansak Joe/Getty Images)"
20240921,MunichBeerfest,IT-IT,3943225360,"Alla salute!","Oktoberfest a Monaco di Baviera, Germania (© AllesSuper21/iStock/Getty Images)"
20240922,AutumnCumbria,IT-IT,4193827391,"Realtà su natura?","Buttermere, Parco Nazionale del Lake District, Inghilterra, Regno Unito (© Alan Novelli/Alamy Stock Photo)"
20240923,IcebergOtter,IT-IT,1022264475,"Baciata dalle onde","Lontra marina, Prince William Sound, Alaska, USA (© Gerald Corsi/Getty Images)"
20240924,SkaftafellWaterfall,IT-IT,8228006063,"Cascata sotto il Polo","Cascata a Skaftafell, Parco Nazionale del Vatnajökull, Islanda (© Nopasorn Kowathanakul/Getty Images)"
20240925,FestivalMedioevo,IT-IT,1145169158,"Sentinella del Medioevo","Montone, Umbria, Italia (© Davide Seddio/Gettz Images)"
20240926,WindRiverAlaska,IT-IT,8914553087,"Acqua e Aurora","Fiume Wind, Brooks Range, Arctic National Wildlife Refuge, Alaska, USA (© Design Pics/DanitaDelimont)"
20240927,VeniceAerial,IT-IT,9053737522,"Tra il sacro e l'infinito","Canal Grande e della Basilica di Santa Maria della Salute, Venezia (© Bachir Moukarzel/Amazing Aerial Agency)"
20240928,FloridaSeashore,IT-IT,3615650453,"Spiaggia in vista","Spiaggia di Gulf Islands National Seashore, Florida, USA (© Tim Fitzharris/Minden Pictures)"
20240929,ConnecticutBridge,IT-IT,2485348656,"I ponti di Cornwall County?","Ponte coperto di West Cornwall sul fiume Housatonic, Connecticut, USA (© pabradyphoto/Getty Images)"
20240930,WalrusNorway,IT-IT,2593695501,"Balli di mezzanotte?","Trichechi nel nord di Spitsbergen, arcipelago delle Svalbard, Norvegia (© AWL Images/DanitaDelimont)"
20241001,HalfDomeYosemite,IT-IT,2723116418,"Nuvole e rocce?","Half Dome, Parco Nazionale di Yosemite, California, USA (© Adam Burton/Alamy Stock Photo)"
20241002,LakeInItalianNonni,IT-IT,2833873964,"Pronti a salpare?","Lago di Braies, Trentino-Aldo Adige, Italia (© pidjoe/Getty Images)"
20241003,TajMahalReflection,IT-IT,1242921978,"Gesta d’amore","Taj Mahal ad Agra, Uttar Pradesh, India (© Tanarch/Getty Images)"
20241004,EuropaMoon,IT-IT,5266996752,"Quale luna bussò?","Europa, la Luna ghiacciata di Giove (© NASA/JPL-Caltech/SETI Institute)"
20241005,ElephantTeacher,IT-IT,9988351261,"Seguiamo i maestri!","Elefanti africani nel Parco Nazionale dello Tsavo Est, Kenya (© Neil Bowman/Minden Pictures)"
20241006,ValleAostaGranParadiso,IT-IT,5881740566,"Dove il vento sussurra segreti d’autunno","Paesaggio autunnale, Parco Nazionale del Gran Paradiso, Italia (© Ondrej Prosicky/Alamy Stock Photo)"
20241007,ElbePhilharmonic,IT-IT,4294250253,"Sinfonia architettonica","La sala concerti Elbphilharmonie di Amburgo, Germania (© Canetti/Shutterstock)"
20241008,MototiOctopus,IT-IT,6416760928,"Tenta-colare?","Polpo ocellato, Stretto di Lembeh, Indonesia (© Howard Chew/Alamy Stock Photo)"
20241009,AspensColorado,IT-IT,4462449086,"Colorado colorato","Pioppo tremolo americano, Marble, Colorado, USA (© Jason Hatfield/TANDEM Stills + Motion)"
20241010,SoranoItaly,IT-IT,6958617726,"La “Matera della Toscana”","Sorano, Toscana, Italia (© Luigi Vaccarella/eStock Photo)"
20241011,CelticColours,IT-IT,4571823616,"Colori di un sogno lontano","Highlands di Cape Breton, Nuova Scozia, Canada (© Cavan Images/Alamy Stock Photo)"
20241012,QuebecDuck,IT-IT,4692189372,"Piume e charme","Anatra sposa, Québec, Canada (© Maxime Riendeau/Getty Images)"
20241013,AlcazarSeville,IT-IT,0712843452,"Splendide simmetrie","Patio de las Doncellas, Alcázar di Siviglia, Spagna (© Danny Lehman/Getty Images)"
